[setup] CRUJRA climate from data/crujra/, GPP from global_baseline_modelC_inputs_1997-2016.nc ...
[setup] loading GFED5 reference from burntArea.nc ...
[setup] land cells (GFED5 burnable): 13916 / 64800 (21.5%)
[setup] GFED5 land-mean monthly frac: 0.005068
[opt] warm-start from C.json
[warm] Overall=0.5988  bias=0.6792 rmse=0.3680 seas=0.8286 spatial=0.7500
[opt] sampler=NSGAIISampler seed=42
[32m[I 2026-07-18 18:48:03,433][0m A new study created in memory with name: no-name-b46206f1-31c2-4212-9fbc-3cf577d4654c[0m
[opt] running 2500 trials against GFED5 ...
[32m[I 2026-07-18 18:48:03,886][0m Trial 0 finished with values: [-0.7246857154436261, 0.053725735164132815] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:50:23,469][0m Trial 301 finished with values: [-6.093475995411369e-15, 1.2491210288345655e-09] and parameters: {'k1': 3.5917714215176105e-05, 'D_low': 1228.2126524008484, 'k2': 2.80643901112427e-05, 'D_high': 390.3214299767182, 'fire_exp': 9.321170097491994, 'P_half': 78.6767770625783, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 9.93234953243751, 'gpp_b': 0.36422282566934217, 'gpp_d': 9.51028874815853, 'ign_k': 1.0484531351650956, 'ign_c': 16.867533138445342, 'trop_agb_crit': 6.9878126575720865, 'trop_k_veg': 6.58013223588778}.[0m
[32m[I 2026-07-18 18:50:23,932][0m Trial 302 finished with values: [-1.469995317316427e-16, 8.361089598452054e-13] and parameters: {'k1': 0.00010758866306767925, 'D_low': 7.299348683062307, 'k2': 0.0005342937261279771, 'D_high': 1662.6592254031873, 'fire_exp': 3.3857164090062235, 'P_half': 9.277034327414716, 'pre_dampen_half': 0.029208808341780905, 'gpp_af': 0.2901272149738624, 'gpp_b': 8.026030674034237, 'gpp_d': 14.63886097662141, 'ign_k': 0.006290644294586149, 'ign_c': 18.219343937475102, 'trop_agb_crit': 11.812030596598904, 'trop_k_veg': 5.198868247525918}.[0m
[32m[I 2026-07-18 18:50:24,399][0m Trial 303 finished with values: [-2.957989935130543e-14, 5.683751469476306e-09] and parameters: {'k1': 0.07799059237255677, 'D_low': 5085.697220189423, 'k2': 0.0009299619346742016, 'D_high': 8182.111518618414, 'fire_exp': 2.878298002135838, 'P_half': 7523.33707868091, 'pre_dampen_half': 2.9046276683520444, 'gpp_af': 26.23792128443091, 'gpp_b': 0.06315461993576105, 'gpp_d': 0.15875524914818662, 'ign_k': 0.006290644294586149, 'ign_c': 1.958059531975039, 'trop_agb_crit': 1.5457499114893816, 'trop_k_veg': 5.198868247525918}.[0m
[32m[I 2026-07-18 18:50:24,863][0m Trial 304 finished with values: [-0.00031806856785884417, 0.0006532663343459255] and parameters: {'k1': 0.0699458988153545, 'D_low': 5.59983195169599, 'k2': 0.0001971137615017176, 'D_high': 774.2116473996249, 'fire_exp': 1.2611826901294014, 'P_half': 3554.812765190894, 'pre_dampen_half': 0.029662981696401067, 'gpp_af': 43.527268658119475, 'gpp_b': 0.0005392415140872105, 'gpp_d': 8.057329182285729, 'ign_k': 8.708806168038567, 'ign_c': 5.130551760589832, 'trop_agb_crit': 15.961316409649486, 'trop_k_veg': 0.5772603928610088}.[0m
  trial  305/2500  pareto_size=21  best_taylor=0.7247  best_ilamb=0.5954  (2.4 min)
[32m[I 2026-07-18 18:50:25,378][0m Trial 305 finished with values: [-2.13699920570166e-08, 1.623688572249815e-05] and parameters: {'k1': 0.004053638704742309, 'D_low': 40.12413353131991, 'k2': 0.0353875886477924, 'D_high': 21.947742689197344, 'fire_exp': 2.1154350616377124, 'P_half': 968.2012086882471, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 17.624510039685536, 'gpp_b': 1.284284091405877e-05, 'gpp_d': 229.41380323183625, 'ign_k': 5.351470428717439, 'ign_c': 5.130551760589832, 'trop_agb_crit': 2.4645410377327237, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:50:25,838][0m Trial 306 finished with values: [-3.9053317258277024e-15, 4.682110255060934e-11] and parameters: {'k1': 0.041833856821460395, 'D_low': 4.484744524732794, 'k2': 1.915468390724633e-05, 'D_high': 21.947742689197344, 'fire_exp': 9.883433002836895, 'P_half': 712.8188058401365, 'pre_dampen_half': 63.668591607994244, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0005744663972188569, 'gpp_d': 0.43986836285294123, 'ign_k': 0.06807874826564587, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 4.4644194212034}.[0m
[32m[I 2026-07-18 18:50:26,297][0m Trial 307 finished with values: [-3.6309800656446e-05, 0.00011968190942446277] and parameters: {'k1': 2.316457903103837e-05, 'D_low': 40.12413353131991, 'k2': 0.0007047307383115598, 'D_high': 21.947742689197344, 'fire_exp': 2.763952030254024, 'P_half': 221.2683656611821, 'pre_dampen_half': 3.3841016089580047, 'gpp_af': 2.6003623362924246, 'gpp_b': 7.210246166617508e-05, 'gpp_d': 229.41380323183625, 'ign_k': 0.2970792051473599, 'ign_c': 0.2537994662905845, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 3.49157152291552}.[0m
[32m[I 2026-07-18 18:50:26,767][0m Trial 308 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.04541457206426161, 'D_low': 31.585104499227995, 'k2': 0.018573288333114862, 'D_high': 29812.370697208808, 'fire_exp': 3.3857164090062235, 'P_half': 7126.727573532312, 'pre_dampen_half': 0.029208808341780905, 'gpp_af': 0.0038793182938363898, 'gpp_b': 2.5264362435704455, 'gpp_d': 242.00714252738, 'ign_k': 0.004961134450191396, 'ign_c': 20.23326185206641, 'trop_agb_crit': 3.848553322122042, 'trop_k_veg': 0.8674561439130763}.[0m
[32m[I 2026-07-18 18:50:27,238][0m Trial 309 finished with values: [-0.10427149537463318, 0.22117784969500576] and parameters: {'k1': 0.00016480446427978953, 'D_low': 125.61043700013555, 'k2': 0.003767022142229395, 'D_high': 431.45617043093523, 'fire_exp': 1.0601964743503993, 'P_half': 712.8188058401365, 'pre_dampen_half': 502.5175192217655, 'gpp_af': 1.970696337909548, 'gpp_b': 0.0021331409710300844, 'gpp_d': 84.31013932082456, 'ign_k': 0.00840038491455979, 'ign_c': 5.130551760589832, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:50:27,697][0m Trial 310 finished with values: [-4.379088948934755e-07, 9.507341933168156e-06] and parameters: {'k1': 0.03635503353478365, 'D_low': 4546.192107824457, 'k2': 0.0007047307383115598, 'D_high': 61536.58035691659, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.42247700890263673, 'gpp_d': 229.41380323183625, 'ign_k': 5.351470428717439, 'ign_c': 5.130551760589832, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:50:28,158][0m Trial 311 finished with values: [-1.3775536050159087e-12, 7.251423461696049e-09] and parameters: {'k1': 2.316457903103837e-05, 'D_low': 1078.832206002305, 'k2': 1.915468390724633e-05, 'D_high': 21.947742689197344, 'fire_exp': 3.5637467870629145, 'P_half': 3554.812765190894, 'pre_dampen_half': 63.668591607994244, 'gpp_af': 0.6403036652671174, 'gpp_b': 0.0005744663972188569, 'gpp_d': 0.43986836285294123, 'ign_k': 0.12329098365270519, 'ign_c': 30.28574109895626, 'trop_agb_crit': 10.965064494899984, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:50:28,618][0m Trial 312 finished with values: [-5.1435656915236643e-08, 1.3011508726012977e-07] and parameters: {'k1': 0.07799059237255677, 'D_low': 4546.192107824457, 'k2': 0.0005342937261279771, 'D_high': 61536.58035691659, 'fire_exp': 6.234638880169447, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.6403036652671174, 'gpp_b': 0.15001120799850567, 'gpp_d': 229.41380323183625, 'ign_k': 5.351470428717439, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.6878075072665546, 'trop_k_veg': 5.198868247525918}.[0m
[32m[I 2026-07-18 18:50:29,073][0m Trial 313 finished with values: [-2.630405582208545e-07, 1.306368210940434e-06] and parameters: {'k1': 0.012840669372724958, 'D_low': 3.525936800597896, 'k2': 0.00023295358953467695, 'D_high': 503.20593472868, 'fire_exp': 6.543846824249409, 'P_half': 93.43302657318476, 'pre_dampen_half': 10.768254179081206, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005392415140872105, 'gpp_d': 8.057329182285729, 'ign_k': 1.0484531351650956, 'ign_c': 0.7902459656172901, 'trop_agb_crit': 12.647327018493208, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:50:29,526][0m Trial 314 finished with values: [-8.730408163484078e-08, 1.56445304266839e-07] and parameters: {'k1': 0.01889771394135163, 'D_low': 31.585104499227995, 'k2': 0.0001971137615017176, 'D_high': 78.57247967427125, 'fire_exp': 3.2181803496180783, 'P_half': 3554.812765190894, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.01666658176842624, 'gpp_d': 8.057329182285729, 'ign_k': 8.708806168038567, 'ign_c': 20.23326185206641, 'trop_agb_crit': 1.285305820648146, 'trop_k_veg': 2.5878603012249104}.[0m
[32m[I 2026-07-18 18:50:29,987][0m Trial 315 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.004312951023617458, 'D_low': 1112.9571947046009, 'k2': 0.0018170401889219116, 'D_high': 18.316165443932743, 'fire_exp': 5.963862427044409, 'P_half': 220.3445560633069, 'pre_dampen_half': 63.668591607994244, 'gpp_af': 17.624510039685536, 'gpp_b': 0.0021331409710300844, 'gpp_d': 150.14555442537656, 'ign_k': 0.12329098365270519, 'ign_c': 0.557280750002996, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 6.58013223588778}.[0m
[32m[I 2026-07-18 18:50:30,445][0m Trial 316 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.0067445742055710165, 'D_low': 366.0150802571657, 'k2': 2.80643901112427e-05, 'D_high': 2672.1460136202413, 'fire_exp': 7.884758752688456, 'P_half': 577.536337635295, 'pre_dampen_half': 21.76650458296881, 'gpp_af': 0.7951170003631385, 'gpp_b': 0.0005392415140872105, 'gpp_d': 0.01600822137048066, 'ign_k': 0.0023224552232891564, 'ign_c': 323.47703263192926, 'trop_agb_crit': 1.82585358527758, 'trop_k_veg': 1.0866718721112656}.[0m
[32m[I 2026-07-18 18:50:30,900][0m Trial 317 finished with values: [-2.5757813194841445e-15, 1.839406404968713e-11] and parameters: {'k1': 3.8751982355100445e-05, 'D_low': 1.9977959434035766, 'k2': 1.915468390724633e-05, 'D_high': 91167.68553735358, 'fire_exp': 7.690910336830845, 'P_half': 147.09699119495133, 'pre_dampen_half': 0.14126812677903758, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.06315461993576105, 'gpp_d': 0.15875524914818662, 'ign_k': 0.12329098365270519, 'ign_c': 0.3277320296937064, 'trop_agb_crit': 15.961316409649486, 'trop_k_veg': 0.6984687829911091}.[0m
[32m[I 2026-07-18 18:50:31,357][0m Trial 318 finished with values: [-0.0922819662455055, 0.042450533136959234] and parameters: {'k1': 0.0012056765208549535, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 25628.666000163565, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 0.2128140089453379, 'gpp_af': 0.10409127568994281, 'gpp_b': 6.369295096609023e-05, 'gpp_d': 660.9129108295722, 'ign_k': 1.0484531351650956, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.553492793799819, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:50:31,815][0m Trial 319 finished with values: [-0.0032473600648451717, 0.0011759257741634777] and parameters: {'k1': 0.00016480446427978953, 'D_low': 1.9977959434035766, 'k2': 0.026471946255259393, 'D_high': 8182.111518618414, 'fire_exp': 1.0629462657398439, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.42247700890263673, 'gpp_d': 150.14555442537656, 'ign_k': 3.5891558714508416, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:50:32,274][0m Trial 320 finished with values: [-7.099746793410879e-16, 9.196976513692334e-12] and parameters: {'k1': 0.03635503353478365, 'D_low': 5.59983195169599, 'k2': 0.0001971137615017176, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.27997858752477867, 'gpp_b': 0.0005752434266899163, 'gpp_d': 8.057329182285729, 'ign_k': 8.708806168038567, 'ign_c': 39.52220881906112, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 2.520089655463604}.[0m
[32m[I 2026-07-18 18:50:32,731][0m Trial 321 finished with values: [-2.1571979785767113e-14, 4.673752496131556e-10] and parameters: {'k1': 0.06646698709242517, 'D_low': 4.484744524732794, 'k2': 0.0012040762895973265, 'D_high': 3712.591045287733, 'fire_exp': 8.924977849661843, 'P_half': 2808.7330790064375, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.7539992074650282, 'gpp_b': 1.4540386644083135e-05, 'gpp_d': 0.01392878970664331, 'ign_k': 0.48986208235548445, 'ign_c': 0.2537994662905845, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:50:33,184][0m Trial 322 finished with values: [-1.4629079323072597e-06, 0.000194341986862967] and parameters: {'k1': 3.8751982355100445e-05, 'D_low': 5085.697220189423, 'k2': 0.0009299619346742016, 'D_high': 107.88909575795405, 'fire_exp': 1.0629462657398439, 'P_half': 8320.133621840185, 'pre_dampen_half': 2.9046276683520444, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.06315461993576105, 'gpp_d': 0.15875524914818662, 'ign_k': 0.002011190979341457, 'ign_c': 0.3277320296937064, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 0.7618668427217097}.[0m
[32m[I 2026-07-18 18:50:33,642][0m Trial 323 finished with values: [-8.657015201344363e-11, 1.6200949137790133e-08] and parameters: {'k1': 0.041833856821460395, 'D_low': 1730.0724838654367, 'k2': 7.91442361215536e-05, 'D_high': 3712.591045287733, 'fire_exp': 3.5637467870629145, 'P_half': 712.8188058401365, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.7539992074650282, 'gpp_b': 3.083723329640505, 'gpp_d': 64.20268021730274, 'ign_k': 0.48986208235548445, 'ign_c': 15.221840161091619, 'trop_agb_crit': 9.286923253577127, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:50:34,096][0m Trial 324 finished with values: [-2.025788040775995e-06, 5.822882001460528e-06] and parameters: {'k1': 0.07799059237255677, 'D_low': 159.7458124425669, 'k2': 0.0005342937261279771, 'D_high': 22.281634177046417, 'fire_exp': 3.5637467870629145, 'P_half': 65.03622711342449, 'pre_dampen_half': 7.665128204660192, 'gpp_af': 0.6403036652671174, 'gpp_b': 0.2272730825106818, 'gpp_d': 84.31013932082456, 'ign_k': 0.006290644294586149, 'ign_c': 1.958059531975039, 'trop_agb_crit': 18.748298427129946, 'trop_k_veg': 5.198868247525918}.[0m
[32m[I 2026-07-18 18:50:34,551][0m Trial 325 finished with values: [-3.16768910207366e-09, 6.302626098797504e-08] and parameters: {'k1': 0.01889771394135163, 'D_low': 70.18267183720735, 'k2': 0.011715293025123641, 'D_high': 146.1896279370497, 'fire_exp': 2.561257322703973, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.2888838362365318, 'gpp_af': 0.07302012718529304, 'gpp_b': 0.42247700890263673, 'gpp_d': 64.20268021730274, 'ign_k': 8.708806168038567, 'ign_c': 5.130551760589832, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 6.9782110227926815}.[0m
[32m[I 2026-07-18 18:50:35,010][0m Trial 326 finished with values: [-8.690611122109785e-06, 1.947240151178864e-05] and parameters: {'k1': 0.0002220327882582422, 'D_low': 3.4487261314487374, 'k2': 1.7926680648388784e-05, 'D_high': 21.947742689197344, 'fire_exp': 2.100650708889295, 'P_half': 323.6099399575106, 'pre_dampen_half': 0.1875872314533727, 'gpp_af': 2.555721998081809, 'gpp_b': 0.2272730825106818, 'gpp_d': 757.2868182332339, 'ign_k': 0.010939944910100021, 'ign_c': 1.958059531975039, 'trop_agb_crit': 1.0903028125370984, 'trop_k_veg': 4.9897488945787245}.[0m
[32m[I 2026-07-18 18:50:35,478][0m Trial 327 finished with values: [-7.472929132800887e-08, 6.481815822967363e-07] and parameters: {'k1': 0.007828534228218626, 'D_low': 1112.9571947046009, 'k2': 0.0353875886477924, 'D_high': 8182.111518618414, 'fire_exp': 2.100650708889295, 'P_half': 175.2878790340412, 'pre_dampen_half': 0.03751320096826995, 'gpp_af': 0.10409127568994281, 'gpp_b': 0.36422282566934217, 'gpp_d': 2.944272359149678, 'ign_k': 0.06807874826564587, 'ign_c': 0.557280750002996, 'trop_agb_crit': 2.4645410377327237, 'trop_k_veg': 0.902411054575325}.[0m
[32m[I 2026-07-18 18:50:35,942][0m Trial 328 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 0.0699458988153545, 'D_low': 4546.192107824457, 'k2': 0.0353875886477924, 'D_high': 774.2116473996249, 'fire_exp': 1.1430983876313219, 'P_half': 712.8188058401365, 'pre_dampen_half': 10.129197956845726, 'gpp_af': 0.6403036652671174, 'gpp_b': 1.3289448722869181e-05, 'gpp_d': 229.41380323183625, 'ign_k': 5.351470428717439, 'ign_c': 5.130551760589832, 'trop_agb_crit': 10.691477813613638, 'trop_k_veg': 5.198868247525918}.[0m
[32m[I 2026-07-18 18:50:36,400][0m Trial 329 finished with values: [-1.1574191075853387e-09, 3.4779402813267524e-07] and parameters: {'k1': 0.0376331292637011, 'D_low': 37.35862630812753, 'k2': 0.0005342937261279771, 'D_high': 1578.0309954142967, 'fire_exp': 6.234638880169447, 'P_half': 221.2683656611821, 'pre_dampen_half': 3.015634307185766, 'gpp_af': 30.62518985924679, 'gpp_b': 7.210246166617508e-05, 'gpp_d': 242.00714252738, 'ign_k': 0.002109525908590576, 'ign_c': 192.76545985682404, 'trop_agb_crit': 10.691477813613638, 'trop_k_veg': 3.49157152291552}.[0m
[32m[I 2026-07-18 18:50:36,858][0m Trial 330 finished with values: [-3.1582256179018023e-09, 5.955964464954278e-07] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.0004976087827261435, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 0.2128140089453379, 'gpp_af': 0.10409127568994281, 'gpp_b': 6.369295096609023e-05, 'gpp_d': 0.7668707039273333, 'ign_k': 1.0484531351650956, 'ign_c': 39.52220881906112, 'trop_agb_crit': 1.553492793799819, 'trop_k_veg': 2.520089655463604}.[0m
[32m[I 2026-07-18 18:50:37,312][0m Trial 331 finished with values: [-1.73706224548767e-07, 2.054605551693456e-06] and parameters: {'k1': 0.00016480446427978953, 'D_low': 4546.192107824457, 'k2': 1.7926680648388784e-05, 'D_high': 75.98586431588787, 'fire_exp': 1.423480109671474, 'P_half': 712.8188058401365, 'pre_dampen_half': 0.1875872314533727, 'gpp_af': 0.010767288724535768, 'gpp_b': 0.07904599925873729, 'gpp_d': 9.51028874815853, 'ign_k': 0.07696703458159232, 'ign_c': 1.3012518385211496, 'trop_agb_crit': 7.901343398678965, 'trop_k_veg': 0.6743482387129308}.[0m
[32m[I 2026-07-18 18:50:37,773][0m Trial 332 finished with values: [-2.0000000000000005e-60, 0.0] and parameters: {'k1': 2.316457903103837e-05, 'D_low': 40.12413353131991, 'k2': 0.00023295358953467695, 'D_high': 21.947742689197344, 'fire_exp': 6.543846824249409, 'P_half': 93.43302657318476, 'pre_dampen_half': 10.768254179081206, 'gpp_af': 0.001111693990724459, 'gpp_b': 0.0005392415140872105, 'gpp_d': 229.41380323183625, 'ign_k': 1.0484531351650956, 'ign_c': 54.079797238871805, 'trop_agb_crit': 12.647327018493208, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:50:38,240][0m Trial 333 finished with values: [-0.0027636101359262344, 0.0008417988121283138] and parameters: {'k1': 0.041833856821460395, 'D_low': 4.484744524732794, 'k2': 0.0353875886477924, 'D_high': 774.2116473996249, 'fire_exp': 2.100650708889295, 'P_half': 220.3445560633069, 'pre_dampen_half': 0.5682966065442919, 'gpp_af': 0.7539992074650282, 'gpp_b': 0.0005744663972188569, 'gpp_d': 2.944272359149678, 'ign_k': 0.0020161527752598613, 'ign_c': 15.221840161091619, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 0.5772603928610088}.[0m
[32m[I 2026-07-18 18:50:38,705][0m Trial 334 finished with values: [-0.49839169300430614, 0.19357851608678045] and parameters: {'k1': 0.0012056765208549535, 'D_low': 1112.9571947046009, 'k2': 0.012758211164590085, 'D_high': 25628.666000163565, 'fire_exp': 1.165368636520435, 'P_half': 220.3445560633069, 'pre_dampen_half': 502.5175192217655, 'gpp_af': 0.7539992074650282, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 660.9129108295722, 'ign_k': 2.5399645554516845, 'ign_c': 20.03995359361212, 'trop_agb_crit': 1.553492793799819, 'trop_k_veg': 1.4584243470991722}.[0m
[32m[I 2026-07-18 18:50:39,168][0m Trial 335 finished with values: [-6.790013173446918e-07, 0.0001985850220836971] and parameters: {'k1': 4.540076719227351e-05, 'D_low': 171.2446447678494, 'k2': 0.0009562822793888481, 'D_high': 1236.6924205139144, 'fire_exp': 3.5637467870629145, 'P_half': 221.2683656611821, 'pre_dampen_half': 241.6951931920675, 'gpp_af': 0.2204465010099918, 'gpp_b': 0.0005392415140872105, 'gpp_d': 0.7668707039273333, 'ign_k': 0.023352156626184447, 'ign_c': 30.28574109895626, 'trop_agb_crit': 10.691477813613638, 'trop_k_veg': 0.8157008881455025}.[0m
[32m[I 2026-07-18 18:50:39,625][0m Trial 336 finished with values: [-1.0701618735366877e-10, 3.4254677983014403e-09] and parameters: {'k1': 0.008471801418819975, 'D_low': 37.35862630812753, 'k2': 0.0007047307383115598, 'D_high': 1578.0309954142967, 'fire_exp': 6.234638880169447, 'P_half': 3554.812765190894, 'pre_dampen_half': 7.665128204660192, 'gpp_af': 0.0038488863031271342, 'gpp_b': 1.3289448722869181e-05, 'gpp_d': 64.20268021730274, 'ign_k': 0.18697387216131534, 'ign_c': 0.7068974950624601, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 0.83140195149031}.[0m
